Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Browse Exists,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec
44,LO81470192014063LGN00,LO81470192014063LGN00,1,N,LO81470192014063LGN00, 147, 019, 147, 019,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:16:58.1901858,2014:063:05:17:30.1905030,9,19.86,23.72127195,162.492997,6.177,7.228,Yes,58°42'15.44"N,87°32'33.29"E,59°47'49.78"N,86°26'34.73"E,59°15'43.24"N,89°40'10.02"E,57°35'34.58"N,88°33'54.65"E,58°06'44.64"N,85°28'51.56"E,58.70429,87.54258,59.79716,86.44298,59.26201,89.66945,57.59294,88.56518,58.1124,85.48099
45,LO81470232014063LGN00,LO81470232014063LGN00,1,N,LO81470232014063LGN00, 147, 023, 147, 023,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:18:34.1911434,2014:063:05:19:05.1914505,9,13.26,28.52839558,158.72221721,6.205,7.194,Yes,53°06'09.11"N,84°31'13.87"E,54°10'43.21"N,83°31'03.76"E,53°42'00.61"N,86°19'23.66"E,52°00'31.54"N,85°27'58.82"E,52°28'40.48"N,82°45'54.43"E,53.10253,84.52052,54.17867,83.51771,53.70017,86.32324,52.00876,85.46634,52.47791,82.76512
46,LO81470242014063LGN00,LO81470242014063LGN00,1,N,LO81470242014063LGN00, 147, 024, 147, 024,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:18:58.1913858,2014:063:05:19:29.1916929,9,9.42,29.71504751,157.82082555,8.202,8.721,Yes,51°41'35.12"N,83°52'12.18"E,52°45'57.46"N,82°53'22.92"E,52°17'54.78"N,85°36'30.28"E,50°36'10.08"N,84°47'50.71"E,51°03'43.31"N,82°10'31.91"E,51.69309,83.87005,52.76596,82.8897,52.29855,85.60841,50.6028,84.79742,51.06203,82.17553
47,LO81470252014063LGN00,LO81470252014063LGN00,1,N,LO81470252014063LGN00, 147, 025, 147, 025,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:19:21.1916121,2014:063:05:19:53.1919353,9,4.89,30.89426343,156.92527016,6.853,6.719,Yes,50°16'52.54"N,83°15'10.80"E,51°21'04.39"N,82°17'38.94"E,50°53'37.97"N,84°55'56.53"E,49°11'39.05"N,84°09'44.93"E,49°38'39.84"N,81°36'51.23"E,50.28126,83.253,51.35122,82.29415,50.89388,84.93237,49.19418,84.16248,49.6444,81.61423
48,LO81470262014063LGN00,LO81470262014063LGN00,1,N,LO81470262014063LGN00, 147, 026, 147, 026,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:19:45.1918545,2014:063:05:20:17.1921717,9,11.43,32.06646236,156.03000284,7.614,6.545,Yes,48°51'58.03"N,82°39'55.15"E,49°56'00.28"N,81°43'37.20"E,49°29'06.76"N,84°17'26.12"E,47°46'54.95"N,83°33'27.54"E,48°13'26.26"N,81°04'40.01"E,48.86612,82.66532,49.93341,81.727,49.48521,84.29059,47.78193,83.55765,48.22396,81.07778
49,LO81470272014063LGN00,LO81470272014063LGN00,1,N,LO81470272014063LGN00, 147, 027, 147, 027,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:20:09.1920909,2014:063:05:20:41.1924141,9,9.78,33.22990758,155.1317171,7.202,6.181,Yes,47°26'57.62"N,82°06'16.92"E,48°30'50.90"N,81°11'12.23"E,48°04'28.38"N,83°40'45.84"E,46°22'04.48"N,82°58'47.24"E,46°48'07.81"N,80°33'54.18"E,47.44934,82.1047,48.51414,81.18673,48.07455,83.6794,46.36791,82.97979,46.80217,80.56505
50,LO81470282014063LGN00,LO81470282014063LGN00,1,N,LO81470282014063LGN00, 147, 028, 147, 028,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:20:33.1923333,2014:063:05:21:05.1926505,9,6.41,34.38523781,154.22540018,6.347,6.257,Yes,46°01'46.60"N,81°34'04.55"E,47°05'32.03"N,80°40'08.18"E,46°39'37.48"N,83°05'46.28"E,44°57'02.45"N,82°25'36.41"E,45°22'40.55"N,80°04'19.70"E,46.02961,81.56793,47.09223,80.66894,46.66041,83.09619,44.95068,82.42678,45.37793,80.07214
51,LO81470292014063LGN00,LO81470292014063LGN00,1,N,LO81470292014063LGN00, 147, 029, 147, 029,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:20:57.1925757,2014:063:05:21:29.1928929,9,10.3,35.53071525,153.30798677,5.754,5.514,Yes,44°36'30.31"N,81°03'11.12"E,45°40'08.83"N,80°10'17.18"E,45°14'38.87"N,82°32'21.44"E,43°31'53.98"N,81°53'50.06"E,43°57'09.97"N,79°35'49.70"E,44.60842,81.05309,45.66912,80.17144,45.24413,82.53929,43.53166,81.89724,43.95277,79.59714
52,LO81470302014063LGN00,LO81470302014063LGN00,1,N,LO81470302014063LGN00, 147, 030, 147, 030,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:21:21.1928121,2014:063:05:21:53.1931353,9,12.71,36.66656661,152.37517939,6.395,5.995,Yes,43°11'05.35"N,80°33'28.30"E,44°14'37.57"N,79°41'35.66"E,43°49'30.79"N,82°00'16.38"E,42°06'36.50"N,81°23'14.42"E,42°31'31.58"N,79°08'21.34"E,43.18482,80.55786,44.24377,79.69324,43.82522,82.00455,42.11014,81.38734,42.52544,79.13926
53,LO81310202014063LGN00,LO81310202014063LGN00,1,N,LO81310202014063LGN00, 131, 020, 131, 020,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:38:29.1310929,2014:063:03:39:01.1314101,9,17.58,24.90519717,161.51465205,5.662,6.93,Yes,57°18'34.42"N,111°26'07.04"E,58°23'51.36"N,110°21'40.54"E,57°52'43.82"N,113°28'08.51"E,56°12'11.59"N,112°26'17.09"E,56°42'29.34"N,109°27'42.08"E,57.30956,111.43529,58.3976,110.36126,57.87884,113.46903,56.20322,112.43808,56.70815,109.46169
54,LO81310212014063LGN00,LO81310212014063LGN00,1,N,LO81310212014063LGN00, 131, 021, 131, 021,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:38:53.1313353,2014:063:03:39:25.1316525,9,19.92,26.10967146,160.56471,5.945,6.654,Yes,55°54'40.57"N,110°39'33.44"E,56°59'41.68"N,109°36'36.79"E,56°29'27.85"N,112°36'30.02"E,54°48'34.27"N,111°38'32.60"E,55°18'04.43"N,108°45'56.63"E,55.91127,110.65929,56.99491,109.61022,56.49107,112.60834,54.80952,111.64239,55.30123,108.76573
55,LO81310282014063LGN00,LO81310282014063LGN00,1,N,LO81310282014063LGN00, 131, 028, 131, 028,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:41:40.1330040,2014:063:03:42:12.1333212,9,3.08,34.35903872,154.2313622,5.363,6.066,Yes,46°01'46.70"N,106°17'22.13"E,47°05'32.03"N,105°23'27.67"E,46°39'37.84"N,107°49'02.50"E,44°57'02.59"N,107°08'52.15"E,45°22'40.33"N,104°47'38.69"E,46.02964,106.28948,47.09223,105.39102,46.66051,107.81736,44.95072,107.14782,45.37787,104.79408
56,LO81310292014063LGN00,LO81310292014063LGN00,1,N,LO81310292014063LGN00, 131, 029, 131, 029,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:42:04.1332404,2014:063:03:42:36.1335636,9,.07,35.50459253,153.31455824,4.319,3.41,Yes,44°36'30.42"N,105°46'28.49"E,45°40'08.47"N,104°53'39.77"E,45°14'40.09"N,107°15'33.98"E,43°31'54.44"N,106°37'02.14"E,43°57'08.86"N,104°19'11.60"E,44.60845,105.77458,45.66902,104.89438,45.24447,107.25944,43.53179,106.61726,43.95246,104.31989
57,LO81310302014063LGN00,LO81310302014063LGN00,1,N,LO81310302014063LGN00, 131, 030, 131, 030,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:42:28.1334828,2014:063:03:43:00.1338000,9,3.32,36.64073293,152.3822195,4.242,3.802,Yes,43°11'04.49"N,105°16'45.01"E,44°14'36.28"N,104°24'57.53"E,43°49'31.08"N,106°43'28.63"E,42°06'35.96"N,106°06'26.21"E,42°31'29.46"N,103°51'42.59"E,43.18458,105.27917,44.24341,104.41598,43.8253,106.72462,42.10999,106.10728,42.52485,103.86183
58,LO81310312014063LGN00,LO81310312014063LGN00,1,N,LO81310312014063LGN00, 131, 031, 131, 031,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:42:52.1337252,2014:063:03:43:23.1340323,9,2.76,37.76547318,151.43184515,4.323,3.588,Yes,41°45'35.10"N,104°48'07.16"E,42°49'01.27"N,103°57'16.38"E,42°24'16.85"N,106°12'40.28"E,40°41'13.16"N,105°36'59.44"E,41°05'47.90"N,103°25'08.00"E,41.75975,104.80199,42.81702,103.95455,42.40468,106.21119,40.68699,105.61651,41.09664,103.41889
59,LO81310322014063LGN00,LO81310322014063LGN00,1,N,LO81310322014063LGN00, 131, 032, 131, 032,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:43:16.1339616,2014:063:03:43:47.1342747,9,.03,38.87919394,150.45887159,4.789,4.143,Yes,40°19'57.18"N,104°20'26.95"E,41°23'18.38"N,103°30'30.53"E,40°58'53.11"N,105°42'59.08"E,39°15'41.44"N,105°08'32.71"E,39°39'58.90"N,102°59'22.70"E,40.33255,104.34082,41.38844,103.50848,40.98142,105.71641,39.26151,105.14242,39.66636,102.98964
60,LO81310332014063LGN00,LO81310332014063LGN00,1,N,LO81310332014063LGN00, 131, 033, 131, 033,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:43:39.1341939,2014:063:03:44:11.1345111,9,.1,39.98009705,149.46100391,5.274,5.968,Yes,38°54'15.77"N,103°53'41.21"E,39°57'32.29"N,103°04'36.73"E,39°33'24.80"N,105°14'20.18"E,37°50'05.64"N,104°41'01.72"E,38°14'06.97"N,102°34'23.84"E,38.90438,103.89478,39.95897,103.07687,39.55689,105.23894,37.8349,104.68381,38.23527,102.57329
61,LO81310342014063LGN00,LO81310342014063LGN00,1,N,LO81310342014063LGN00, 131, 034, 131, 034,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:44:03.1344303,2014:063:03:44:35.1347535,9,19.49,41.06786416,148.4341953,6.041,5.767,Yes,37°28'28.31"N,103°27'43.99"E,38°31'40.98"N,102°39'27.14"E,38°07'49.22"N,104°46'39.43"E,36°24'23.08"N,104°14'23.35"E,36°48'10.22"N,102°10'04.58"E,37.47453,103.46222,38.52805,102.65754,38.13034,104.77762,36.40641,104.23982,36.80284,102.16794
62,LO81310392014063LGN00,LO81310392014063LGN00,1,N,LO81310392014063LGN00, 131, 039, 131, 039,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:46:03.1356303,2014:063:03:46:34.1359434,9,18.03,46.27014479,142.75389052,5.768,5.497,Yes,30°18'23.33"N,101°27'57.67"E,31°21'20.16"N,100°43'19.02"E,30°58'35.83"N,102°39'39.38"E,29°14'38.87"N,102°11'25.73"E,29°37'24.53"N,100°17'08.38"E,30.30648,101.46602,31.3556,100.72195,30.97662,102.66094,29.24413,102.19048,29.62348,100.28566
63,LO81310402014063LGN00,LO81310402014063LGN00,1,N,LO81310402014063LGN00, 131, 040, 131, 040,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:46:27.1358727,2014:063:03:46:58.1361858,9,4.73,47.254936,141.48539018,4.813,4.924,Yes,28°52'09.77"N,101°05'38.15"E,29°55'04.55"N,100°21'35.93"E,29°32'30.62"N,102°16'10.63"E,27°48'28.51"N,101°48'34.31"E,28°11'04.67"N,99°55'54.19"E,28.86938,101.09393,29.91793,100.35998,29.54184,102.26962,27.80792,101.80953,28.18463,99.93172
64,LO81310412014063LGN00,LO81310412014063LGN00,1,N,LO81310412014063LGN00, 131, 041, 131, 041,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:46:50.1361050,2014:063:03:47:22.1364222,9,1.3,48.21772985,140.1652087,5.165,5.756,Yes,27°25'53.22"N,100°43'45.01"E,28°28'46.16"N,100°00'15.62"E,28°06'21.28"N,101°53'14.57"E,26°22'14.81"N,101°26'12.88"E,26°44'42.72"N,99°35'00.60"E,27.43145,100.72917,28.47949,100.00434,28.10591,101.88738,26.37078,101.43691,26.7452,99.5835
65,LO81310422014063LGN00,LO81310422014063LGN00,1,N,LO81310422014063LGN00, 131, 042, 131, 042,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:47:14.1363414,2014:063:03:47:46.1366646,9,.69,49.15718281,138.7899996,4.843,5.224,Yes,25°59'32.78"N,100°22'16.25"E,27°02'24.43"N,99°39'15.98"E,26°40'07.21"N,101°30'48.74"E,24°55'56.82"N,101°04'18.91"E,25°18'17.86"N,99°14'25.33"E,25.99244,100.37118,27.04012,99.65444,26.66867,101.51354,24.93245,101.07192,25.30496,99.24037
66,LO81310432014063LGN00,LO81310432014063LGN00,1,N,LO81310432014063LGN00, 131, 043, 131, 043,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:47:38.1365838,2014:063:03:48:10.1369010,9,6.11,50.07125466,137.35714497,4.959,5.121,Yes,24°33'10.48"N,100°01'10.09"E,25°36'00.94"N,99°18'37.12"E,25°13'50.77"N,101°08'49.70"E,23°29'36.64"N,100°42'49.14"E,23°51'51.37"N,98°54'08.57"E,24.55291,100.01947,25.60026,99.31031,25.23077,101.14714,23.49351,100.71365,23.86427,98.90238
67,LO81310442014063LGN00,LO81310442014063LGN00,1,N,LO81310442014063LGN00, 131, 044, 131, 044,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:48:02.1368202,2014:063:03:48:34.1371434,9,1.78,50.95808305,135.86358918,4.45,4.4,Yes,23°06'46.48"N,99°40'24.38"E,24°09'36.47"N,98°58'13.48"E,23°47'31.27"N,100°47'18.71"E,22°03'14.44"N,100°21'45.32"E,22°25'24.82"N,98°34'05.34"E,23.11291,99.67344,24.16013,98.97041,23.79202,100.78853,22.05401,100.36259,22.42356,98.56815
68,LO81310452014063LGN00,LO81310452014063LGN00,1,N,LO81310452014063LGN00, 131, 045, 131, 045,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:48:26.1370626,2014:063:03:48:58.1373858,9,.04,51.81638137,134.30562251,4.343,3.725,Yes,21°40'17.44"N,99°19'56.89"E,22°43'06.85"N,98°38'07.19"E,22°21'06.37"N,100°26'08.77"E,20°36'47.09"N,100°01'00.19"E,20°58'53.36"N,98°14'17.34"E,21.67151,99.33247,22.71857,98.63533,22.35177,100.43577,20.61308,100.01672,20.98149,98.23815
69,LO81310462014063LGN00,LO81310462014063LGN00,1,N,LO81310462014063LGN00, 131, 046, 131, 046,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:48:50.1373050,2014:063:03:49:22.1376222,9,0,52.64335907,132.6820445,4.363,4.13,Yes,20°13'48.07"N,98°59'46.93"E,21°16'37.06"N,98°18'17.06"E,20°54'41.04"N,100°05'19.28"E,19°10'19.24"N,99°40'33.56"E,19°32'21.62"N,97°54'43.88"E,20.23002,98.99637,21.27696,98.30474,20.9114,100.08869,19.17201,99.67599,19.53934,97.91219
70,LO81310472014063LGN00,LO81310472014063LGN00,1,N,LO81310472014063LGN00, 131, 047, 131, 047,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:49:14.1375414,2014:063:03:49:46.1378646,9,.01,53.43741189,130.98941326,4.979,4.543,Yes,18°47'14.86"N,98°39'51.95"E,19°50'03.55"N,97°58'40.73"E,19°28'11.57"N,99°44'48.05"E,17°43'47.42"N,99°20'23.46"E,18°05'46.36"N,97°35'22.56"E,18.78746,98.66443,19.83432,97.97798,19.46988,99.74668,17.72984,99.33985,18.09621,97.5896
71,LO81310482014063LGN00,LO81310482014063LGN00,1,N,LO81310482014063LGN00, 131, 048, 131, 048,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:49:38.1377838,2014:063:03:50:10.1381010,9,.07,54.19605562,129.2265863,4.848,5.503,Yes,17°20'39.80"N,98°20'11.22"E,18°23'28.18"N,97°39'17.75"E,18°01'40.01"N,99°24'33.77"E,16°17'13.74"N,99°00'28.08"E,16°39'09.32"N,97°16'12.72"E,17.34439,98.33645,18.39116,97.65493,18.02778,99.40938,16.28715,99.0078,16.65259,97.2702
72,LO81310492014063LGN00,LO81310492014063LGN00,1,N,LO81310492014063LGN00, 131, 049, 131, 049,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:50:02.1380202,2014:063:03:50:33.1383333,9,.09,54.91680159,127.39255585,5.322,5.268,Yes,15°54'03.96"N,98°00'43.38"E,16°56'52.12"N,97°20'06.07"E,16°35'07.40"N,99°04'35.33"E,14°50'39.26"N,98°40'47.10"E,15°12'31.86"N,96°57'12.85"E,15.9011,98.01205,16.94781,97.33502,16.58539,99.07648,14.84424,98.67975,15.20885,96.95357
73,LO81310502014063LGN00,LO81310502014063LGN00,1,N,LO81310502014063LGN00, 131, 050, 131, 050,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:50:26.1382626,2014:063:03:50:57.1385757,9,.01,55.59763616,125.48525621,5.146,5.105,Yes,14°27'24.08"N,97°41'26.16"E,15°30'12.02"N,97°01'04.15"E,15°08'30.44"N,98°44'50.50"E,13°24'00.61"N,98°21'18.14"E,13°45'50.47"N,96°38'21.30"E,14.45669,97.6906,15.50334,97.01782,15.14179,98.74736,13.40017,98.35504,13.76402,96.63925
74,LO81310512014063LGN00,LO81310512014063LGN00,1,N,LO81310512014063LGN00, 131, 051, 131, 051,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:50:49.1384949,2014:063:03:51:21.1388121,9,0,56.23559039,123.50693257,5.366,4.955,Yes,13°00'45.54"N,97°22'20.17"E,14°03'33.55"N,96°42'10.91"E,13°41'54.49"N,98°25'20.03"E,11°57'23.08"N,98°02'02.00"E,12°19'10.85"N,96°19'37.06"E,13.01265,97.37227,14.05932,96.70303,13.69847,98.42223,11.95641,98.03389,12.31968,96.32696
75,LO81310522014063LGN00,LO81310522014063LGN00,1,N,LO81310522014063LGN00, 131, 052, 131, 052,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:03:51:13.1387313,2014:063:03:51:45.1390545,9,0,56.82865787,121.45654719,12.015,9.595,Yes,11°34'03.86"N,97°03'22.86"E,12°36'51.98"N,96°23'25.33"E,12°15'15.26"N,98°06'00.47"E,10°30'42.41"N,97°42'55.51"E,10°52'28.24"N,96°00'59.33"E,11.56774,97.05635,12.61444,96.39037,12.25424,98.10013,10.51178,97.71542,10.87451,96.01648
76,LO81150102014063LGN00,LO81150102014063LGN00,1,N,LO81150102014063LGN00, 115, 010, 115, 010,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:01:55:37.0693737,2014:063:01:56:09.0696909,9,1.68,12.59998284,174.61846586,9.748,8.166,Yes,70°54'59.33"N,148°41'34.01"E,72°04'54.88"N,147°27'59.40"E,71°16'32.34"N,152°19'27.48"E,69°44'05.82"N,149°45'44.10"E,70°29'22.13"N,145°11'45.49"E,70.91648,148.69278,72.08191,147.4665,71.27565,152.3243,69.73495,149.76225,70.48948,145.19597
77,LO81150742014063LGN00,LO81150742014063LGN00,1,N,LO81150742014063LGN00, 115, 074, 115, 074,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:21:06.0846606,2014:063:02:21:38.0849838,9,.51,55.48710119,71.3903607,3.415,3.864,Yes,20°13'46.81"S,114°53'28.36"E,19°10'45.23"S,114°12'00.50"E,19°32'50.42"S,115°59'00.60"E,21°16'59.27"S,115°35'31.67"E,20°54'37.15"S,113°47'19.21"E,-20.22967,114.89121,-19.17923,114.20014,-19.54734,115.9835,-21.28313,115.59213,-20.91032,113.78867
78,LO81150752014063LGN00,LO81150752014063LGN00,1,N,LO81150752014063LGN00, 115, 075, 115, 075,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:21:30.0849030,2014:063:02:22:02.0852202,9,.86,54.80002812,69.63795153,5.54,5.232,Yes,21°40'17.69"S,114°33'18.14"E,20°37'14.27"S,113°51'28.55"E,20°59'25.15"S,115°39'31.18"E,22°43'30.54"S,115°15'46.22"E,22°21'02.16"S,113°26'24.94"E,-21.67158,114.55504,-20.62063,113.85793,-20.99032,115.65866,-22.72515,115.26284,-22.3506,113.44026
79,LO81150762014063LGN00,LO81150762014063LGN00,1,N,LO81150762014063LGN00, 115, 076, 115, 076,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:21:54.0851454,2014:063:02:22:26.0854626,9,.34,54.07312724,67.97121984,4.906,5.14,Yes,23°06'46.51"S,114°12'50.80"E,22°03'41.47"S,113°30'37.94"E,22°25'58.58"S,115°19'48.43"E,24°10'00.19"S,114°55'45.66"E,23°47'25.04"S,113°05'09.92"E,-23.11292,114.21411,-22.06152,113.51054,-22.43294,115.33012,-24.16672,114.92935,-23.79029,113.08609
80,LO81150772014063LGN00,LO81150772014063LGN00,1,N,LO81150772014063LGN00, 115, 077, 115, 077,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:22:18.0853818,2014:063:02:22:50.0857050,9,1,53.30901511,66.39046669,6.832,6.274,Yes,24°33'11.52"S,113°52'04.98"E,23°30'04.57"S,113°09'27.29"E,23°52'28.45"S,114°59'51.00"E,25°36'26.03"S,114°35'28.54"E,25°13'43.46"S,112°43'32.70"E,-24.5532,113.86805,-23.50127,113.15758,-23.87457,114.9975,-25.60723,114.59126,-25.22874,112.72575
81,LO81150782014063LGN00,LO81150782014063LGN00,1,N,LO81150782014063LGN00, 115, 078, 115, 078,NADIR,FULL,NOMINAL,0,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:22:42.0856242,2014:063:02:23:14.0859414,9,4.61,52.50981815,64.8942358,5.432,6.488,Yes,25°59'34.40"S,113°30'58.86"E,24°56'25.12"S,112°47'54.31"E,25°18'56.34"S,114°39'36.97"E,27°02'49.92"S,114°14'52.76"E,26°39'59.29"S,112°21'30.78"E,-25.99289,113.51635,-24.94031,112.79842,-25.31565,114.66027,-27.0472,114.24799,-26.66647,112.35855
82,LO81790522014063LGN00,LO81790522014063LGN00,1,N,LO81790522014063LGN00, 179, 052, 179, 052,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:08:47:53.3167353,2014:063:08:48:24.3170424,9,8.94,56.88104539,121.34523691,5.408,5.993,Yes,11°34'03.00"N,22°53'34.66"E,12°36'50.65"N,22°13'39.79"E,12°15'14.72"N,23°56'10.28"E,10°30'41.87"N,23°33'04.97"E,10°52'26.94"N,21°51'13.39"E,11.5675,22.89296,12.61407,22.22772,12.25409,23.93619,10.51163,23.55138,10.87415,21.85372
83,LO81790542014063LGN00,LO81790542014063LGN00,1,N,LO81790542014063LGN00, 179, 054, 179, 054,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:08:48:40.3172040,2014:063:08:49:12.3175212,9,20.15,57.91617622,117.02730696,5.18,5.138,Yes,8°40'36.84"N,22°16'02.21"E,9°43'24.49"N,21°36'28.33"E,9°21'52.85"N,23°18'00.29"E,7°37'17.87"N,22°55'16.61"E,7°58'59.30"N,21°14'13.49"E,8.6769,22.26728,9.72347,21.60787,9.36468,23.30008,7.62163,22.92128,7.98314,21.23708
84,LO81470532014063LGN00,LO81470532014063LGN00,1,N,LO81470532014063LGN00, 147, 053, 147, 053,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:30:30.1983030,2014:063:05:31:02.1986202,9,.26,57.39101322,119.29811886,14.346,26.683,Yes,10°07'21.04"N,72°01'18.84"E,11°10'09.08"N,71°21'31.00"E,10°48'34.06"N,73°03'38.09"E,9°04'00.84"N,72°40'44.69"E,9°25'45.34"N,70°59'11.40"E,10.12251,72.0219,11.16919,71.35861,10.80946,73.06058,9.0669,72.67908,9.42926,70.9865
85,LO81470072014063LGN00,LO81470072014063LGN00,1,N,LO81470072014063LGN00, 147, 007, 147, 007,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:12:12.1873212,2014:063:05:12:44.1876444,9,6.21,8.91512085,-178.15812819,13.166,16.242,Yes,74°42'23.87"N,106°39'31.03"E,75°54'31.50"N,105°39'36.86"E,74°55'06.71"N,111°17'05.21"E,73°29'33.29"N,107°29'11.51"E,74°24'12.67"N,102°10'27.12"E,74.70663,106.65862,75.90875,105.66024,74.91853,111.28478,73.49258,107.48653,74.40352,102.1742
86,LO81470422014063LGN00,LO81470422014063LGN00,1,N,LO81470422014063LGN00, 147, 042, 147, 042,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:26:07.1956707,2014:063:05:26:39.1959939,9,6.42,49.18076274,138.77077433,6.147,5.656,Yes,25°59'32.78"N,75°39'01.04"E,27°02'26.45"N,74°55'42.89"E,26°40'02.39"N,76°47'50.53"E,24°55'55.24"N,76°21'21.53"E,25°18'23.18"N,74°30'53.46"E,25.99244,75.65029,27.04068,74.92858,26.66733,76.79737,24.93201,76.35598,25.30644,74.51485
